internal_id,Award ID,Start Date,Award Amount,Recipient Name,Description,Contract Award Type,def_codes,Awarding Agency,Awarding Sub Agency,Funding Agency,Funding Sub Agency,awarding_agency_id,agency_slug,generated_internal_id
115651084,140A0721D0008,2020-12-01,1000.0,NORTHWEST MANAGEMENT INC,"BUREAU OF INDIAN AFFAIRS (BIA), SOUTHWEST REGION (SWR) FORESTRY & FUELS MANAGEMENT SERVICES IDIQ.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,209,department-of-the-interior,CONT_IDV_140A0721D0008_1450
115651083,140A0721D0007,2020-12-01,1000.0,"GREEN, JASON","BUREAU OF INDIAN AFFAIRS (BIA), SOUTHWEST REGION (SWR) FORESTRY & FUELS MANAGEMENT SERVICES IDIQ.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,209,department-of-the-interior,CONT_IDV_140A0721D0007_1450
115651081,140A0721D0005,2020-12-01,1000.0,"FAMILY TREE FORESTRY SERVICES, LLC","BUREAU OF INDIAN AFFAIRS (BIA), SOUTHWEST REGION (SWR) FORESTRY & FUELS MANAGEMENT SERVICES IDIQ.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,209,department-of-the-interior,CONT_IDV_140A0721D0005_1450
113840273,15B40121A00000001,2020-12-01,118343.91,"INDEPENDENT RECYCLING SERVICES, INC.","TRASH AND RECYCLING COLLECTION AT MCC CHICAGO, IL.",BPA,,Department of Justice,Federal Prison System / Bureau of Prisons,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15B40121A00000001_1540
111983802,47PB0021D0003,2020-12-01,4632464.0,"SATELLITE SERVICES, INC.","OPERATIONS AND FACILITIES MAINTENANCE SERVICES AT THE JOHN F. KENNEDY FEDERAL BUILDING, 15 NEW SUDBURY STREET, BOSTON, MA 02203-0002.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PB0021D0003_4740
111792441,47PD0321D0001,2020-12-01,155322.48,RV GLOBAL SOLUTIONS INC,"CONTRACT 47PD0321D0001 IS FOR CUSTODIAL AND RELATED SERVICES AT THE TSA/DEA LEASED SPACE WITHIN THE PHILADELPHIA INTL AIRPORT IN PHILADELPHIA, PA. THE BASE PERIOD OF PERFORMANCE IS 12/01/2020 - 11/30/2021 WITH THE POTENTIAL FOR FOUR ONE-YEAR OPTIONS.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PD0321D0001_4740
111772334,47PK0221D0003,2020-12-01,1338299.55,3D MANAGEMENT & CONSULTING LLC,EO14042: COVID-19 SAFETY PROTOCOLS,INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PK0221D0003_4740
111635801,47PG0121D0001,2020-12-01,722457.72,SIEGE ENTERPRISES LLC,"AWARD OF OPERATIONS AND MECHANICAL MAINTENANCE SERVICES AT THE ROBERT J. DOLE COURTHOUSE, 500 STATE AVENUE AND SSA FB, 850 NEBRASKA, KANSAS CITY, KANSAS",INDEFINITE DELIVERY / REQUIREMENTS,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PG0121D0001_4740
111524071,47PF0021D0002,2020-12-01,2630880.0,TK ELEVATOR CORPORATION,"PROVIDE LABOR FOR ELEVATOR MAINTENANCE AND RELATED SERVICES FOR THE JOHN C. KLUCZYNSKI FEDERAL BLDG. US POST OFFICE 211 S. CLARK STREET E.M. DIRKSEN U.S. COURTHOUSE 11 W. QUINCY FEDERAL BLDG. AND THE RALPH H. METCALFE FEDERAL BLDG. IN CHICAGO, IL.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PF0021D0002_4740
111299318,47PF0021D0001,2020-12-01,60852.72,CORPORATE WASTE SOLUTIONS LLC,"47PF0021D0001 - TRASH AND RECYCLING SERVICES AT THE HART-DOLE-INOUYE FEDERAL CENTER, 74 N. WASHINGTON STREET, BATTLE CREEK, MI.   EFFECTIVE DECEMBER 1, 2020 THROUGH NOVEMBER 30, 2021 AT MONTHLY PRICE OF $1,548.23. THERE ARE FOUR ONE-YEAR OPTIONS.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PF0021D0001_4740
110944649,36C24C21A0013,2020-12-01,1.0,"VETERANS HEALTHCARE SUPPLY SOLUTIONS, INC.",MSPV 2.0 OPERATING ROOM CATEGORY,BPA,,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_36C24C21A0013_3600
110738918,47PH0220D0018,2020-12-01,1585758.96,"KING & GEORGE, LLC","EXERCISE OY3 AND CONVERT LOGO TO NON LOGO CONTRACT, DEL RIO_EAGLE PASS O&M CONTRACT",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PH0220D0018_4740
125172901,36C77021K0037,2020-11-30,148439.75,"M-PAK, INC.","EXPRESS REPORT: 763A16015,763A16017,763A16019,763A16024",BPA,,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_36C77021K0037_3600
125116427,36C77021K0038,2020-11-30,90825.32,"M-PAK, INC.","EXPRESS REPORT: 760A16042,076A16054,760A16025,760A16027,760A1629,760A16031,760A16031,760A16033,760A16036,760A16037,760A16040,760A16041,760A16043,760A16045,760A16047,760A16048,760A16050,760A16052",BPA,,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_36C77021K0038_3600
115963219,70Z08521DP4501400,2020-11-30,1.0,"FEDERAL MARINE AND DEFENSE SERVICES, LLC",USCGC HEALY DOCK SIDE SHIP REPAIRS REQUIREMENTS CONTRACT FOR FISCAL YEAR 2021.,INDEFINITE DELIVERY / REQUIREMENTS,['Q'],Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,U.S. Coast Guard,766,department-of-homeland-security,CONT_IDV_70Z08521DP4501400_7008
115909268,68HERC21D0005,2020-11-25,25000.0,AAECON GENERAL CONTRACTING LLC,IDIQ CONSTRUCTION SUPPORT SERVICES FOR EPA CINCINNATI FACILITIES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_IDV_68HERC21D0005_6800
115798261,68HE0421D0001,2020-11-24,10000.0,"ARS ALEUT SERVICES, LLC","ENFORCEMENT SUPPORT SERVICES VI CONTRACT FOR U.S. EPA REGION 4.  CONTRACT AWARD PERIOD IS NOVEMBER 24, 2020 - NOVEMBER 23, 2025 PLUS ONE OPTION FOR A 6-MONTH EXTENSION.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_IDV_68HE0421D0001_6800
111966854,140G0121D0002,2020-11-18,25626.03,GREEN LANTERN LLC,SINGLE-AWARD INDEFINITE-DELIVERY INDEFINITE-QUANTITY (IDIQ) CONTRACT FOR PROPANE FOR THE USGS PATUXENT WILDLIFE RESEARCH CENTER (PWRC),INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of the Interior,U.S. Geological Survey,Department of the Interior,U.S. Geological Survey,209,department-of-the-interior,CONT_IDV_140G0121D0002_1434
111748979,68HERC21D0004,2020-11-16,50000.0,RESEARCH TRIANGLE INSTITUTE,STREAMS IV,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_IDV_68HERC21D0004_6800
111748978,68HERC21D0003,2020-11-16,50000.0,EASTERN RESEARCH GROUP INC,STREAMS IV,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_IDV_68HERC21D0003_6800
111748977,68HERC21D0002,2020-11-16,50000.0,BATTELLE MEMORIAL INSTITUTE,STREAMS IV,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_IDV_68HERC21D0002_6800
111748974,28321321D00060004,2020-11-12,500000.0,YORK TELECOM CORPORATION,VIDEO BROADCASTING AND MONITORING SYSTEMS - MAINTENANCE AND EQUIPMENT. ESTABLISHMENT OF A DELIVERY ORDER WITH A ONE-YEAR BASE PERIOD AND NINE OPTION YEARS FOR A TOTAL OF TEN YEARS.,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Social Security Administration,Social Security Administration,Social Security Administration,Social Security Administration,539,social-security-administration,CONT_IDV_28321321D00060004_2800
111706464,47PE0421D0004,2020-11-10,1000.0,KEE SOLUTIONS LLC,EO14042: COVID-19 2020 FAR CLAUSE 52.223-99,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PE0421D0004_4740
111772304,75N98121D00003,2020-11-09,250.0,MICROTECHNOLOGIES LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98121D00003_7529
111635798,47PE0421D0002,2020-11-04,1000.0,MIDWESTERN CONSTRUCTION SERVICES INC,EO14042: COVID-19 2020 FAR CLAUSE 52.223-99,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PE0421D0002_4740
111635797,47PE0421D0001,2020-11-04,119228.67,"HAMMER LGC, INC.",GENERAL CONSTRUCTION CONTRACT FOR THE STATE OF FLORIDA,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,Department of Transportation,Federal Highway Administration,614,general-services-administration,CONT_IDV_47PE0421D0001_4740
111500968,72051421D00001,2020-11-02,25000.0,"OLGOONIK WORLDWIDE SERVICES, LLC","PROVISION OF CONSULTANT AND ADVISORY SERVICES: EVALUATIONS, ASSESSMENTS AND ANALYSES, WORKSHOPS, CONFERENCES AND EVENTS, LOGISTICS AND SUPPLY CHAIN SERVICES.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Agency for International Development,Agency for International Development,Agency for International Development,Agency for International Development,801,agency-for-international-development,CONT_IDV_72051421D00001_7200
111748973,15UC0C20D00001955,2020-11-01,8442802.33,HUMANSCALE CORPORATION,OFFICE SEATING RAW MATERIALS,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Justice,Federal Prison Industries / Unicor,Department of Justice,Federal Prison Industries / Unicor,252,department-of-justice,CONT_IDV_15UC0C20D00001955_1542
111613098,36C25721D0033,2020-11-01,350950.21,"UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER, THE",CARDIOTHORACIC AND PERFUSIONIST,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_36C25721D0033_3600
111539181,47PM0721D0002,2020-11-01,9672510.74,"CHIMES DISTRICT OF COLUMBIA, INC.","THE CONTRACTOR SHALL PROVIDE MANAGEMENT, SUPERVISION, LABOR, MATERIALS, EQUIPMENT AND SUPPLIES TO PROVIDE CFM SERVICES FOR THE CLINTON BLDG. EAST-WEST-CONNECTING WING IN AN EFFICIENT, EFFECTIVE, ECONOMICAL AND SATISFACTORY PERFORMANCE.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PM0721D0002_4740
111322214,15B10621D00000056,2020-11-01,138575.0,VENERGY GROUP LLC,WATER TESTING AND CONSULTATION SERVICES,INDEFINITE DELIVERY / DEFINITE QUANTITY,,Department of Justice,Federal Prison System / Bureau of Prisons,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15B10621D00000056_1540
111299319,47PK0221D0001,2020-11-01,2722205.88,HOPE SERVICES,EO14042: CUSTODIAL SERVICES - USGS MENLO PARK CA CONTRACT MODIFICATION - NEW CLAUSE FOR ENSURING ADEQUATE COVID-19 SAFETY PROTOCOLS,INDEFINITE DELIVERY / REQUIREMENTS,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PK0221D0001_4740
111299314,36C10X21D0003,2020-11-01,293337.0,"MEDLINE INDUSTRIES, LP",MEDICAL/SURGICAL PRIME VENDOR (MSPV) 2.0 IDIQ AWARD TO PROVIDE DISTRIBUTION AND SUPPLY MANAGEMENT FOR VA MEDICAL CENTERS.,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_36C10X21D0003_3600
111299312,36C10X21D0001,2020-11-01,186669.0,"CARDINAL HEALTH 200, LLC",MEDICAL/SURGICAL PRIME VENDOR (MSPV) 2.0 IDIQ AWARD TO PROVIDE DISTRIBUTION AND SUPPLY MANAGEMENT FOR VA MEDICAL CENTERS.,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_36C10X21D0001_3600
111186265,47PM0821D0001,2020-11-01,2776146.54,"CHENEGA APPLIED SOLUTIONS, LLC",MAINTENANCE SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PM0821D0001_4740
110802882,47PM0620D0002,2020-11-01,13960266.66,SERVICE DISABLED VETERANS BUSINESS ASSOCIATION,CONVERT CFM CONTRACT AT VA FROM LOGO TO FULLY FUNDED,INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PM0620D0002_4740
110802878,47PH0220D0021,2020-11-01,2283134.34,"ELECTRONIC METROLOGY LABORATORY, LLC","MODIFICATION TO EXECUTE FIRST OPTION YEAR, AND TO CHANGE THE CONTRACT TYPE FROM INCREMENTALLY FUNDED PER THE LIMITATION OF GOVERNMENT OBLIGATION CLAUSE TO FULLY FUNDED FOR THE OPERATIONS AND MAINTENANCE CONTRACT IN BROWNSVILLE, TX",INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PH0220D0021_4740
110802877,47PH0220D0019,2020-11-01,3405022.32,DE LA PAZ CLEANING & RENTAL SERVICE LLC,BROWNSVILLE TEXAS CUSTODIAL AND RELATED SERVICES 8A SOLE SOUCE CONTRACT FOR THE FOLLOWING LOCATIONS: GATEWAY LPOE (07020813) B&M LPOE (07020835) USCH (TX0316ZZ) LOS TOMATES LPOE (07020834) LOS INDIOS LPOE (07020842),INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PH0220D0019_4740
110802875,47PB0020D0006,2020-11-01,968814.12,NORTHERN NEW ENGLAND EMPLOYMENT SERVICES,"JANITORIAL AND RELATED SERVICES AT THE M.C SMITH FEDERAL BUILDING IN BANGOR, MAINE.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PB0020D0006_4740
110754532,47PH0220D0020,2020-11-01,1347557.4,"ZERO WASTE SOLUTIONS, INC.","THE CONTRACTOR SHALL PROVIDE OPERATIONS AND MAINTENANCE SERVICES IN FORT SMITH, AR (GSA BLDG NO AR0021ZZ) AND FULL MAINTENANCE SERVICES FOR FAYETTEVILLE, AR (AR0084ZZ).",INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PH0220D0020_4740
110668772,47PK0220D0016,2020-11-01,1550588.3,CLEAN SOLUTIONS SERVICES INC,"JANITORIAL, GROUNDS MAINTENANCE AND RELATED SERVICES LA FB AT 300 N LOS ANGELES&SSA RUGBY AT 300 RUGBY AVE, HUNTINGTON PARK, CA",INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PK0220D0016_4740
110668771,47PF0020D0032,2020-11-01,2857527.96,"ADA S. MCKINLEY COMMUNITY SERVICES, INC.","CUSTODIAL AND RELATED SERVICES IDIQ CONTRACT TO BE PERFORMED AT THE MILWAUKEE FEDERAL BUILDING AND U.S. COURTHOUSE IN MILWAUKEE, WI. THE CONTRACT INCLUDES A BASE YEAR AND FOUR ONE YEAR OPTION PERIODS.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PF0020D0032_4740
110632697,47PF0020D0034,2020-11-01,2006192.7,"DAWSON ENTERPRISES, LLC","CONSOLIDATED FACILITIES MANAGEMENT CONTRACT FOR FOUR LAND PORTS OF ENTRY IN THE STATE OF MINNESOTA GRAND PORTAGE, INTERNATIONAL FALLS, BAUDETTE, AND WARROAD.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PF0020D0034_4740
111613102,47PM0721D0001,2020-10-30,483165.0,"PROFESSIONALS HIR, LLC","BRIDGE CONTRACT FOR ELEVATOR OPERATION AND MAINTENANCE SERVICES AND ELEVATOR INSPECTION SERVICES, CENSUS BUREAU HEADQUARTERS, 4600 SILVER HILL RD., SUITLAND, MD 20746",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PM0721D0001_4740
111524073,75F40121D00002,2020-10-26,65079.95,GREEN LANTERN LLC,PSFFL LAB GASES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Health and Human Services,Food and Drug Administration,Department of Health and Human Services,Food and Drug Administration,806,department-of-health-and-human-services,CONT_IDV_75F40121D00002_7524
111322225,75D30121D10035,2020-10-23,2500.0,"AMI EXPEDITIONARY HEALTHCARE, LLC",COMMERCIAL COVID-19 EMERGENCY RESPONSE TEAM,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['P'],Department of Health and Human Services,Centers for Disease Control and Prevention,Department of Health and Human Services,Centers for Disease Control and Prevention,806,department-of-health-and-human-services,CONT_IDV_75D30121D10035_7523
