Award ID,Start Date,Award Amount,Recipient Name,Description,Contract Award Type,def_codes,Awarding Agency,Awarding Sub Agency,awarding_agency_id,agency_slug,generated_internal_id,Unnamed: 13,Month
47PG0121D0001,12/1/2020,722457.72,SIEGE ENTERPRISES LLC,"AWARD OF OPERATIONS AND MECHANICAL MAINTENANCE SERVICES AT THE ROBERT J. DOLE COURTHOUSE, 500 STATE AVENUE AND SSA FB, 850 NEBRASKA, KANSAS CITY, KANSAS",INDEFINITE DELIVERY / REQUIREMENTS,['Q'],General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PG0121D0001_4740,,2020M12
47PF0021D0002,12/1/2020,2630880,TK ELEVATOR CORPORATION,"PROVIDE LABOR FOR ELEVATOR MAINTENANCE AND RELATED SERVICES FOR THE JOHN C. KLUCZYNSKI FEDERAL BLDG. US POST OFFICE 211 S. CLARK STREET E.M. DIRKSEN U.S. COURTHOUSE 11 W. QUINCY FEDERAL BLDG. AND THE RALPH H. METCALFE FEDERAL BLDG. IN CHICAGO, IL.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PF0021D0002_4740,,2020M12
47PF0021D0001,12/1/2020,60852.72,CORPORATE WASTE SOLUTIONS LLC,"47PF0021D0001 - TRASH AND RECYCLING SERVICES AT THE HART-DOLE-INOUYE FEDERAL CENTER, 74 N. WASHINGTON STREET, BATTLE CREEK, MI.   EFFECTIVE DECEMBER 1, 2020 THROUGH NOVEMBER 30, 2021 AT MONTHLY PRICE OF $1,548.23. THERE ARE FOUR ONE-YEAR OPTIONS.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PF0021D0001_4740,,2020M12
47PH0220D0018,12/1/2020,1585758.96,"KING & GEORGE, LLC","EXERCISE OY3 AND CONVERT LOGO TO NON LOGO CONTRACT, DEL RIO_EAGLE PASS O&M CONTRACT",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PH0220D0018_4740,,2020M12
36C77021K0037,11/30/2020,148439.75,"M-PAK, INC.","EXPRESS REPORT: 763A16015,763A16017,763A16019,763A16024",BPA,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_36C77021K0037_3600,,2020M11
36C77021K0038,11/30/2020,90825.32,"M-PAK, INC.","EXPRESS REPORT: 760A16042,076A16054,760A16025,760A16027,760A1629,760A16031,760A16031,760A16033,760A16036,760A16037,760A16040,760A16041,760A16043,760A16045,760A16047,760A16048,760A16050,760A16052",BPA,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_36C77021K0038_3600,,2020M11
68HERC21D0005,11/25/2020,25000,AAECON GENERAL CONTRACTING LLC,IDIQ CONSTRUCTION SUPPORT SERVICES FOR EPA CINCINNATI FACILITIES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_IDV_68HERC21D0005_6800,,2020M11
68HE0421D0001,11/24/2020,10000,"ARS ALEUT SERVICES, LLC","ENFORCEMENT SUPPORT SERVICES VI CONTRACT FOR U.S. EPA REGION 4.  CONTRACT AWARD PERIOD IS NOVEMBER 24, 2020 - NOVEMBER 23, 2025 PLUS ONE OPTION FOR A 6-MONTH EXTENSION.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_IDV_68HE0421D0001_6800,,2020M11
140G0121D0002,11/18/2020,25626.03,GREEN LANTERN LLC,SINGLE-AWARD INDEFINITE-DELIVERY INDEFINITE-QUANTITY (IDIQ) CONTRACT FOR PROPANE FOR THE USGS PATUXENT WILDLIFE RESEARCH CENTER (PWRC),INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of the Interior,U.S. Geological Survey,209,department-of-the-interior,CONT_IDV_140G0121D0002_1434,,2020M11
68HERC21D0004,11/16/2020,50000,RESEARCH TRIANGLE INSTITUTE,STREAMS IV,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_IDV_68HERC21D0004_6800,,2020M11
68HERC21D0003,11/16/2020,50000,EASTERN RESEARCH GROUP INC,STREAMS IV,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_IDV_68HERC21D0003_6800,,2020M11
68HERC21D0002,11/16/2020,50000,BATTELLE MEMORIAL INSTITUTE,STREAMS IV,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_IDV_68HERC21D0002_6800,,2020M11
28321321D00060004,11/12/2020,500000,YORK TELECOM CORPORATION,VIDEO BROADCASTING AND MONITORING SYSTEMS - MAINTENANCE AND EQUIPMENT. ESTABLISHMENT OF A DELIVERY ORDER WITH A ONE-YEAR BASE PERIOD AND NINE OPTION YEARS FOR A TOTAL OF TEN YEARS.,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Social Security Administration,Social Security Administration,539,social-security-administration,CONT_IDV_28321321D00060004_2800,,2020M11
47PE0421D0004,11/10/2020,1000,KEE SOLUTIONS LLC,EO14042: COVID-19 2020 FAR CLAUSE 52.223-99,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PE0421D0004_4740,,2020M11
75N98121D00003,11/9/2020,250,MICROTECHNOLOGIES LLC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98121D00003_7529,,2020M11
47PE0421D0002,11/4/2020,1000,MIDWESTERN CONSTRUCTION SERVICES INC,EO14042: COVID-19 2020 FAR CLAUSE 52.223-99,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PE0421D0002_4740,,2020M11
47PE0421D0001,11/4/2020,119228.67,"HAMMER LGC, INC.",GENERAL CONSTRUCTION CONTRACT FOR THE STATE OF FLORIDA,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PE0421D0001_4740,,2020M11
72051421D00001,11/2/2020,25000,"OLGOONIK WORLDWIDE SERVICES, LLC","PROVISION OF CONSULTANT AND ADVISORY SERVICES: EVALUATIONS, ASSESSMENTS AND ANALYSES, WORKSHOPS, CONFERENCES AND EVENTS, LOGISTICS AND SUPPLY CHAIN SERVICES.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Agency for International Development,Agency for International Development,801,agency-for-international-development,CONT_IDV_72051421D00001_7200,,2020M11
15UC0C20D00001955,11/1/2020,8442802.33,HUMANSCALE CORPORATION,OFFICE SEATING RAW MATERIALS,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Justice,Federal Prison Industries / Unicor,252,department-of-justice,CONT_IDV_15UC0C20D00001955_1542,,2020M11
36C25721D0033,11/1/2020,350950.21,"UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER, THE",CARDIOTHORACIC AND PERFUSIONIST,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_36C25721D0033_3600,,2020M11
47PM0721D0002,11/1/2020,9672510.74,"CHIMES DISTRICT OF COLUMBIA, INC.","THE CONTRACTOR SHALL PROVIDE MANAGEMENT, SUPERVISION, LABOR, MATERIALS, EQUIPMENT AND SUPPLIES TO PROVIDE CFM SERVICES FOR THE CLINTON BLDG. EAST-WEST-CONNECTING WING IN AN EFFICIENT, EFFECTIVE, ECONOMICAL AND SATISFACTORY PERFORMANCE.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PM0721D0002_4740,,2020M11
15B10621D00000056,11/1/2020,138575,VENERGY GROUP LLC,WATER TESTING AND CONSULTATION SERVICES,INDEFINITE DELIVERY / DEFINITE QUANTITY,,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15B10621D00000056_1540,,2020M11
47PK0221D0001,11/1/2020,2722205.88,HOPE SERVICES,EO14042: CUSTODIAL SERVICES - USGS MENLO PARK CA CONTRACT MODIFICATION - NEW CLAUSE FOR ENSURING ADEQUATE COVID-19 SAFETY PROTOCOLS,INDEFINITE DELIVERY / REQUIREMENTS,['Q'],General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PK0221D0001_4740,,2020M11
36C10X21D0003,11/1/2020,293337,"MEDLINE INDUSTRIES, LP",MEDICAL/SURGICAL PRIME VENDOR (MSPV) 2.0 IDIQ AWARD TO PROVIDE DISTRIBUTION AND SUPPLY MANAGEMENT FOR VA MEDICAL CENTERS.,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_36C10X21D0003_3600,,2020M11
36C10X21D0001,11/1/2020,186669,"CARDINAL HEALTH 200, LLC",MEDICAL/SURGICAL PRIME VENDOR (MSPV) 2.0 IDIQ AWARD TO PROVIDE DISTRIBUTION AND SUPPLY MANAGEMENT FOR VA MEDICAL CENTERS.,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_36C10X21D0001_3600,,2020M11
47PM0821D0001,11/1/2020,2776146.54,"CHENEGA APPLIED SOLUTIONS, LLC",MAINTENANCE SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PM0821D0001_4740,,2020M11
47PM0620D0002,11/1/2020,13960266.66,SERVICE DISABLED VETERANS BUSINESS ASSOCIATION,CONVERT CFM CONTRACT AT VA FROM LOGO TO FULLY FUNDED,INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PM0620D0002_4740,,2020M11
47PH0220D0021,11/1/2020,2283134.34,"ELECTRONIC METROLOGY LABORATORY, LLC","MODIFICATION TO EXECUTE FIRST OPTION YEAR, AND TO CHANGE THE CONTRACT TYPE FROM INCREMENTALLY FUNDED PER THE LIMITATION OF GOVERNMENT OBLIGATION CLAUSE TO FULLY FUNDED FOR THE OPERATIONS AND MAINTENANCE CONTRACT IN BROWNSVILLE, TX",INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PH0220D0021_4740,,2020M11
47PH0220D0019,11/1/2020,3405022.32,DE LA PAZ CLEANING & RENTAL SERVICE LLC,BROWNSVILLE TEXAS CUSTODIAL AND RELATED SERVICES 8A SOLE SOUCE CONTRACT FOR THE FOLLOWING LOCATIONS: GATEWAY LPOE (07020813) B&M LPOE (07020835) USCH (TX0316ZZ) LOS TOMATES LPOE (07020834) LOS INDIOS LPOE (07020842),INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PH0220D0019_4740,,2020M11
47PB0020D0006,11/1/2020,968814.12,NORTHERN NEW ENGLAND EMPLOYMENT SERVICES,"JANITORIAL AND RELATED SERVICES AT THE M.C SMITH FEDERAL BUILDING IN BANGOR, MAINE.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PB0020D0006_4740,,2020M11
47PH0220D0020,11/1/2020,1347557.4,"ZERO WASTE SOLUTIONS, INC.","THE CONTRACTOR SHALL PROVIDE OPERATIONS AND MAINTENANCE SERVICES IN FORT SMITH, AR (GSA BLDG NO AR0021ZZ) AND FULL MAINTENANCE SERVICES FOR FAYETTEVILLE, AR (AR0084ZZ).",INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PH0220D0020_4740,,2020M11
47PK0220D0016,11/1/2020,1550588.3,CLEAN SOLUTIONS SERVICES INC,"JANITORIAL, GROUNDS MAINTENANCE AND RELATED SERVICES LA FB AT 300 N LOS ANGELES&SSA RUGBY AT 300 RUGBY AVE, HUNTINGTON PARK, CA",INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PK0220D0016_4740,,2020M11
47PF0020D0032,11/1/2020,2857527.96,"ADA S. MCKINLEY COMMUNITY SERVICES, INC.","CUSTODIAL AND RELATED SERVICES IDIQ CONTRACT TO BE PERFORMED AT THE MILWAUKEE FEDERAL BUILDING AND U.S. COURTHOUSE IN MILWAUKEE, WI. THE CONTRACT INCLUDES A BASE YEAR AND FOUR ONE YEAR OPTION PERIODS.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PF0020D0032_4740,,2020M11
47PF0020D0034,11/1/2020,2006192.7,"DAWSON ENTERPRISES, LLC","CONSOLIDATED FACILITIES MANAGEMENT CONTRACT FOR FOUR LAND PORTS OF ENTRY IN THE STATE OF MINNESOTA GRAND PORTAGE, INTERNATIONAL FALLS, BAUDETTE, AND WARROAD.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PF0020D0034_4740,,2020M11
47PM0721D0001,10/30/2020,483165,"PROFESSIONALS HIR, LLC","BRIDGE CONTRACT FOR ELEVATOR OPERATION AND MAINTENANCE SERVICES AND ELEVATOR INSPECTION SERVICES, CENSUS BUREAU HEADQUARTERS, 4600 SILVER HILL RD., SUITLAND, MD 20746",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PM0721D0001_4740,,2020M10
75F40121D00002,10/26/2020,65079.95,GREEN LANTERN LLC,PSFFL LAB GASES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Health and Human Services,Food and Drug Administration,806,department-of-health-and-human-services,CONT_IDV_75F40121D00002_7524,,2020M10
75D30121D10035,10/23/2020,2500,"AMI EXPEDITIONARY HEALTHCARE, LLC",COMMERCIAL COVID-19 EMERGENCY RESPONSE TEAM,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['P'],Department of Health and Human Services,Centers for Disease Control and Prevention,806,department-of-health-and-human-services,CONT_IDV_75D30121D10035_7523,,2020M10
19UK5620D0012,10/20/2020,22500,MISCELLANEOUS FOREIGN AWARDEES,WINDOW TREATMENTS SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of State,Department of State,315,department-of-state,CONT_IDV_19UK5620D0012_1900,,2020M10
50310220D0009,10/15/2020,475000,"FEDERAL PRISON INDUSTRIES, INC",OFFICE FURNITURE FOR SEC HEADQUARTERS AND REGIONAL OFFICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Securities and Exchange Commission,Securities and Exchange Commission,680,securities-and-exchange-commission,CONT_IDV_50310220D0009_5000,,2020M10
19T04021A0003,10/5/2020,108110.06,MISCELLANEOUS FOREIGN AWARDEES,GSO-SHIPPING-BPA SETUP-SHIPMENT RELEASE&DELIVERY-GLOBAL EX,BPA,,Department of State,Department of State,315,department-of-state,CONT_IDV_19T04021A0003_1900,,2020M10
19T04021A0001,10/5/2020,108110.06,MISCELLANEOUS FOREIGN AWARDEES,GSO-SHIPPING-BPA SETUP-SHIPMENT RELEASE&DELIVERY-MAERSK,BPA,,Department of State,Department of State,315,department-of-state,CONT_IDV_19T04021A0001_1900,,2020M10
15UC0C21D00000002,10/5/2020,60000,"SCOTT, DONNA J",SAP BUSINESS GROUP SUPPORT,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Justice,Federal Prison Industries / Unicor,252,department-of-justice,CONT_IDV_15UC0C21D00000002_1542,,2020M10
15UC0C21D00000010,10/2/2020,123000,DOUG POUNDS,SAP BUSINESS GROUP SUPPORT,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Justice,Federal Prison Industries / Unicor,252,department-of-justice,CONT_IDV_15UC0C21D00000010_1542,,2020M10
15UC0C21D00000009,10/2/2020,296944.5,"VEPA, INC.",SAP BUSINESS GROUP SUPPORT,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Justice,Federal Prison Industries / Unicor,252,department-of-justice,CONT_IDV_15UC0C21D00000009_1542,,2020M10
15UC0C21D00000008,10/2/2020,60000,"BOYETT, STACY L.",SAP BUSINESS GROUP SUPPORT,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Justice,Federal Prison Industries / Unicor,252,department-of-justice,CONT_IDV_15UC0C21D00000008_1542,,2020M10
15UC0C21D00000007,10/2/2020,87360,"GRIMM, CHAD",SAP BUSINESS GROUP SUPPORT,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Justice,Federal Prison Industries / Unicor,252,department-of-justice,CONT_IDV_15UC0C21D00000007_1542,,2020M10
15UC0C21D00000006,10/2/2020,117300,"CERVANTES, PAUL A",SAP BUSINESS GROUP SUPPORT,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Justice,Federal Prison Industries / Unicor,252,department-of-justice,CONT_IDV_15UC0C21D00000006_1542,,2020M10
15UC0C21D00000005,10/2/2020,248332.5,"MILLER, GENE",SAP BUSINESS GROUP SUPPORT,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Justice,Federal Prison Industries / Unicor,252,department-of-justice,CONT_IDV_15UC0C21D00000005_1542,,2020M10
15UC0C21D00000004,10/2/2020,168268.13,DUENAS GOVERNMENT AND BUSINESS SOLUTIONS LLC,SAP BUSINESS GROUP SUPPORT,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Justice,Federal Prison Industries / Unicor,252,department-of-justice,CONT_IDV_15UC0C21D00000004_1542,,2020M10
15B10620D00000153,10/1/2020,69600,CHAVIS TERRY L,"NATIVE AMERICAN SERVICES FOR FCC BUTNER  OPTION YEAR 2 OCTOBER 1, 2017 THROUGH SEPTEMBER 30, 2018.",INDEFINITE DELIVERY / REQUIREMENTS,,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15B10620D00000153_1540,,2020M10
12024B20G9803,10/1/2020,130088.04,"SUMMIT HELICOPTERS, INC.",REGION 8 CALL-WHEN-NEEDED TYPE III HELICOPTER SERVICES,BOA,['Q'],Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20G9803_12C2,,2020M10
12024B20G9802,10/1/2020,308872.83,HELICOPTER EXPRESS INC.,REGION 8 CALL-WHEN-NEEDED TYPE III HELICOPTER SERVICES,BOA,['Q'],Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20G9802_12C2,,2020M10
12024B20G9801,10/1/2020,183714.64,"HELOAIR, INC",REGION 8 CALL-WHEN-NEEDED TYPE III HELICOPTER SERVICES,BOA,['Q'],Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20G9801_12C2,,2020M10
12024B20G9800,10/1/2020,277252.73,"BRAINERD HELICOPTERS, INC",REGION 8 CALL-WHEN-NEEDED TYPE III HELICOPTER SERVICES,BOA,['Q'],Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20G9800_12C2,,2020M10
15B61521D00000005,10/1/2020,223647.5,"INTERNATIONAL MORTUARY SHIPPING, LLC","MORTUARY SERVICES FOR FCC TUCSON, AZ",INDEFINITE DELIVERY / REQUIREMENTS,,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15B61521D00000005_1540,,2020M10
70Z08521DP4513000,10/1/2020,500,"FINCANTIERI MARINE SYSTEMS NORTH AMERICA, INC.",ISSOTTA FRASCHINI IDIQ CONTRACT OPTION YEAR ONE FUNDING,INDEFINITE DELIVERY / REQUIREMENTS,,Department of Homeland Security,U.S. Coast Guard,766,department-of-homeland-security,CONT_IDV_70Z08521DP4513000_7008,,2020M10
80MSFC21D0011,10/1/2020,15561416.16,"MEDIA FUSION, LLC","STRATEGIC RESEARCH AND ANALYSIS, COMMUNICATIONS, AND EXHIBITS SERVICES (SRACES) CONTRACT - THE CONTRACTOR SHALL PERFORM ALL REQUIREMENTS, AS DETAILED IN THE CONTRACT, IN ACCORDANCE WITH THE STATED TERMS AND CONDITIONS.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],National Aeronautics and Space Administration,National Aeronautics and Space Administration,862,national-aeronautics-and-space-administration,CONT_IDV_80MSFC21D0011_8000,,2020M10
36C25721D0017,10/1/2020,1119623.31,"UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER, THE",AFFILIATE OPTHALMOLOGY,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_36C25721D0017_3600,,2020M10
15B10621D00000025,10/1/2020,176400,"GREASECYCLE, LLC",GREASE TRAP MAINTENANCE SERVICES FOR FCC BUTNER BASE YEAR PLUS FOUR OPTION  10-01-2020 / 09-30-2025  ** SMALL BUSINESS **,INDEFINITE DELIVERY / REQUIREMENTS,,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15B10621D00000025_1540,,2020M10
15B61121DWA130016,10/1/2020,27357.57,"SPRINGBROOK FARMS, INC.",QUARTERLY DAIRY REQUIREMENT,INDEFINITE DELIVERY / REQUIREMENTS,,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15B61121DWA130016_1540,,2020M10
15B40721DWA130001,10/1/2020,50733,"PRAIRIE FARMS DAIRY, INC.",PROVISION OF VARIOUS DAIRY PRODUCTS TO FCI GREENVILLE FOR  10/01/2020-03/31/2021,INDEFINITE DELIVERY / REQUIREMENTS,,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15B40721DWA130001_1540,,2020M10
47QPCA20D0002,10/1/2020,500000,PISTIS LLC,"GSA/TTS ISSUES AN IDIQ CONTRACT TO 8(A) PARTICIPANT, PISTIS LLC, FOR MAXIMUM CEILING OF $4,000,000.00 AND A TOTAL 4-YEAR POP FOR TTS CIVIC DIGITAL FELLOWS AND IT TECHNICAL SERVICES.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,General Services Administration,Federal Acquisition Service,614,general-services-administration,CONT_IDV_47QPCA20D0002_4732,,2020M10
15BRRC20D00000326,10/1/2020,2351944.27,"NAPHCARE, INC.",COMPREHENSIVE MEDICAL SERVICES FOR VARIOUS RRC LOCATIONS,INDEFINITE DELIVERY / REQUIREMENTS,,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15BRRC20D00000326_1540,,2020M10
15B40921D00000003,10/1/2020,92400,PORTLAND FOODS INC,BREAD PRODUCTS- FY 21 USP MARION. DELIVERY BETWEEN 10/1/2020-9/30/2021,INDEFINITE DELIVERY / DEFINITE QUANTITY,,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15B40921D00000003_1540,,2020M10
15B40921D00000002,10/1/2020,117358.8,"PRAIRIE FARMS DAIRY, INC.",FY21 USP MARION DAIRY,INDEFINITE DELIVERY / DEFINITE QUANTITY,,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15B40921D00000002_1540,,2020M10
15B40921D00000001,10/1/2020,42806.4,"CALIFORNIA EGG EXCHANGE, INC.",FY21 USP MARION EGGS,INDEFINITE DELIVERY / DEFINITE QUANTITY,,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15B40921D00000001_1540,,2020M10
